Schematic_Node_ID,Schematic_Text
1210, Bear Creek (BRC)
1211,CCH032
1212,CCH053
1213,CCH083
1214, 20_PA
UC Davis
1215, City of
Fairfield
1216, 21_PA
Colusa Drain MWC
1217, Willow Slough Bypass
1218, Sacramento Weir
1219, Capay Diversion Dam
1220, Winters and West Adams Canals
1221,WLW005
1222,CCH052
1223, Lisbon Weir
1224, Representation of the Yolo
 Bypass includes the Toe 
Drain along the East Levee
1225, Representation of the Yolo Bypass
includes the Tule Canal along the East Levee
1226, RD 2035 Pumping Station 
1227,YBP034
1228, Minor Diversions Capay Valley
1229,PSC020
1230, SRWWTP
1231,SAC065
1232,SAC064
1233, Putah Diversion Dam
1234, 21_NU
Knights Landing CSD
Small communities
1235,SAC017
1236,SAC007
1237,SAC030
1238,SAC036
1239,SAC041
1240,SAC022
1241,CHIPPS
1242,BKR004
1243, Marsh Creek
1244,SAC000
1245,SJR013
1246, Delta Depletion
1247,MOK014
1248,SJR009
1249,MSH015
1250, Suisun Bay
1251,SJR023
1252,SJR022
1253,SJR026
1254,OMR002
1255,SAC011
1256,MOK004
1257,SAC003
1258, Rio Vista
1259, Delta Cross Channel
1260, Georgianna Slough
1261, Delta Net
Depletion
1262, Delta Depletion
1263, Delta Depletion
1264,NBA011
1265,NBA027
1266, WTP
AMC
1267, City of Vallejo
1268,NBA021
1269, WTP
JAC
1270,Napa, St. Helena, Calistoga
1271,NBA009
1272, WTP
FMH
1273, City of Benicia
1274, WTP
BNC

1275,VJB000
1276, Barker Slough Pumping Plant
1277, WTP
TAB
1278, Travis Air Force Base
1279,SJR006
1280,SAC029
1281, 60N_NA4
Woodbridge ID
Woodbridge Users Association
1283,FSC025
1285,FSC015
1284,FSC027
1286, 60N_NA2
Omochumne- Hartnell  WD
Galt ID, Clay WD
1291, 60N_NU1
Cities of Galt and Lodi
small communities
1287, 60N_PU
SMUD
Rancho Seco Power Plant
1293, WTP
SAC
1288,CRC002
1290, 22_SA1
Natomas Central MWD,
Pleasant Grove-Verona MWC,
Misc. Settlement Contractors
1292,RFS22
1294, 22_NA
Non-District
1289, 22_NU
Sacramento International Airport,
Northgate,
Small Communities
1295,AMR004
1296,EMD001
1297,FPT013
1298, 26S_PU4
Sacramento County WA Zone 41
(Laguna, Franklin)
1299, Pritchard Lake Pump Station
1300,FSC013
1301, 26S_PU5
Elk Grove WSC
(East Elk Grove)
1302, 26S_NU3
Florin County WD,
Elk Grove WSC
1303, WTP
VNY
1304, 26S_PU6
Cal. Am. WC,
Sacramento County WA Zone 41
(Vineyard, Sunrise Douglas, Mather, Sunrise,
Rio Del Oro, Security Park, Grantline 99, Tokay Park)
1305, WTP
FBN
1306, 26S_NU1
City of Sacramento
South of River
1307, 26S_NU2
Cal. Am. WC (Parkway, Rosemont),
Sacramento County WA Zone 41

1308,AMR007
1309, 26N_NU3
City of Sacramento
North of River
1310, 26N_NA
Non-District
1311,EMD007
1312,DCK012
1314, DCWWTP
1313, PGWWTP
1319,RFS26N
1315, 24_NA2
Placer County WA Zone 5,
Non-District
1321,ABN010
1316,ABN000
1325,CCK007
1317,CCK036
1324,CCK022
1318,CCK038
1327, 24_NA1
Nevada ID
1320,ABN026
1329,ABN024
1322, 24_NU3
Nevada ID
(North Auburn)
1323,CBC001
1328,ABN027
1331, 24_NU2
Placer County WA
(City of Loomis, Penryn, Rocklin, Lincoln, Granite Bay, part of Roseville)
1326, WTP
FSS
1330, 26N_PU1
City of Roseville
1335, 24_NA3
Placer County WA Zone 1
1332, Dutch Ravine Canal
1333,ABT002
1334, 24_NU4
Small Communities
1336, South Canal (PG&E)
1338,STH001
1337,STH005
1340,SCR002
1339,Secret Ravine, Miner's Ravine, Dry Creek
1342, Spill to Secret Ravine
1341,LBC049
1344,AMR017
1343, WTP
SJP
1346, WTP
FOL
1345, WTP
RSV
1347, WTP
COL
1350,AMR020
1349,AMR015
1348,FSC003
1352, FOLSM
1354, NTOMA
1351,Slab Creek, Minor Accretions
1353,AMR009
1356, WTP
BJM
1358, 26S_NA
Non-District
1355, WTP
EDH
1357,EDWWTP
1360, ELDID_NU3
1362,AMR022
1359, 26S_PU1
City of Folsom,
Folsom State Prison
1361, 26S_PU2
Golden State WC
1363, 26N_NU2
Carmichael WD
1364, 26N_PU2
San Juan WD
1366, 26N_PU3,
Orange Vale WC,
Citrus Heights WD,
Fair Oaks WD
1367, 26N_NU5
Golden State WC,
Sacramento County WA Zone 41,
Del Paso Manor WD,
Cal. Am WC

1369, 26N_NU1
Sacramento Suburban WD (Northridge, North Highlands)
Cal. Am. WC (Antelope, Lincoln Oaks)
Rio Linda Elverta CWD (Rio Linda, Elverta)
1365,STH007
1371, Proposed Supply to City of Folsom
1370, 26S_NU4
Aerojet/Boeing GW Remediation Program
1373,MRM001
1368, 26N_NU4
Sacramento Suburban WD
(Aracde)
1375, 26S_PU3
California Parks and Recreation
1374,NFA011
1372,RFS26S
1378,LBC043
1376, 24_NU1
Placer County WA
(City of Auburn, Bowman, Ophir, Newcastle)
1380, WTP
AUB
1381,NFA016
1379, Middle Fork
 American River
1377, PCWA Zone 3
Monte Vista, Colfax, Applegate
1382,LBC010
1384,LBC030
1383,LBC040
1385,LBC032
1387,LBC038
1388, America River Pump Station (PCWA)
1386,NFA022
1392,NFA054
1390,NFA048
1393, LKVLY
1395, North Fork
 American River
1396, Inflow to Lake 
Valley Reservoir
1391,LVC001
1394, Local Inflow North Fork
 American River
1397,BEC021
1400,WSE003
1398,BEC000
1399,STH000
1401,BEC024
1404,BEC022
1402,WSE008
1403,WSE004
1405, WTP
BWM
1408, Bowman Feeder
1406, Ragsdale Diversion
1407,D_SAC122_19_SA
1410,R_RFS18_SBP021
1409,SP_SAC122_SBP021
1411,C_SBP021
1412,C_SBP018
1413,C_SBP014
1414,R_17S_NA_SSL001
1415,D_SBP014_17S_NA
1416,SR_17S_SSL001
1417,SP_SAC083_YBP037
1418,C_SAC083
1419,C_CRC002
1420,D_SAC082_22_SA1
1421,C_SAC085
1422,D160
1423,C_FTR003
1424,C223
1425,SR_19_RD1500
1426,C_SAC082
1427,C160
1428,D_SAC083_21_SA
1429,C_SAC081
1430,R_17S_PR_SBP021
1431,R_19_SA_RD1500
1432,C_SSL001
1433,C_RD1500
1434,C_SBP012
1435,R_DWRPS2_SBP021
1436,SG331_SAC085_57
1437,SG332_SAC083_57
1438,SG368_SAC082_65
1439,C137
1440,R_17S_SA_SAC085
1441,SG339_SBP014_58
1442,SG338_SBP018_58
1443,SG337_SBP021_58
1444,R_07S_PA_CBD028
1445,R_08S_SA3_RFS8S
1446,R_RFS8S_SAC097
1447,C_SAC122
1448,C_SAC115
1454,C_SAC099
1455,C_SAC097
1451,C_SAC093
1457,C_GCC065
1458,C_CBD031
1450,C_CBD028
1449,C_CBD023
1452,C_CBD018
1453,C_CBD012
1456,D_CBD000_KLR005
1460,C_KLR006
1461,D_SAC121_08S_SA3
1459,C_CBD000
1463,C_SAC120
1462,SR_08S_CBD028
1464,SR_08S_RFS8S
1465,R_RFS8S_SAC093
1468,R_08S_PA_CBD012
1466,D_CBD028_08S_PA
1469,D126
1467,C184B
1471,C129
1470,C134
1472,C_TCC085
1473,C_SAC121
1476,C_SAC109
1474,D_SAC109_08S_SA3
1479,C_CBD005
1475,D_TCC111_07S_PA
1478,D129A
1477,R134
1480,C_SAC092
1481,D_SAC115_19_SA
1484,SG297_SAC122_53
1482,SG298_SAC115_53
1486,SG299_SAC106_53
1483,SG300_SAC097_53
1488,SG301_SAC092_53
1490,SG324_CBD028_56
1485,SG325_CBD023_56
1491,SG326_CBD018_56
1487,SG327_CBD012_56
1493,SG328_CBD005_56
1489,CT_COLUSA
1492,D_KLR005_21_PA
1495,C_SAC091
1494,D_SAC091_19_SA
1496,C_SAC106
1497,D_SAC099_19_SA
1498,C_GCC060
1501,C_CBD001
1499,SR_07S_CBD028
1500,R_08S_NA2_RFS8S
1503,C_GCC056
1502,C_FTR025
1504,C_FTR016
1505,C_FTR012
1506,C_FTR008
1507,D_DWRPS2_11_NA
1508,R_16_NA2_DWRPS1
1509,R_16_PA_DWRPS2
1510,R_11_NA_DWRPS2
1511,C_BRR004
1512,C_FTR021
1513,D_DWRPS1_16_NA2
1514,SR_15S_FTR012
1515,C_FTR018
1516,C_FTR014
1517,D_FTR021_16_PA
1518,D_FTR018_16_SA
1519,D_FTR014_16_SA
1520,D_FTR018_15S_SA
1521,SR_16_DWRPS1
1522,D206A
1523,C282
1524,R_15S_SA_FTR014
1525,R_16_SA_DWRPS1
1526,SG353_FTR025_61
1527,SG354_FTR021_61
1528,SG355_FTR016_61
1529,SG356_FTR012_61
1530,SG363_FTR008_63
1531,SG365_FTR003_64
1532,D_FTR003_22_SA2
1533,R_22_SA2_SAC083
1534,D_FTR021_16_SA
1535,D_FTR003_17S_SA
1536,D_FTR028_15S_SA
1537,D_FTR008_16_SA
1538,R_16_NA1_DWRPS2
1539,SR_11_DWRPS1
1540,I_DER001
1541,D_YUB011_15S_NA2
1542,D230
1543,C_BRR011
1544,D_BRR017_23_NA
1545,R_23_NA_RFS23
1546,R_RFS23_BRR004
1547,I285
1548,C_CMPFW
1549,R_RFS23_CCK007
1550,S_CMPFW
1551,R_15S_NA2_DHC001
1552,R_15S_NA1_DHC001
1553,R_15S_NU_OHWWTP
1554,I_DHC021
1555,SG358_BRR017_62
1556,SG359_BRR011_62
1557,I282
1558,D285
1559,D283
1560,C_DHC001
1561,C_BRR017
1562,C283
1563,C_RLLNS
1564,S_RLLNS
1565,D_CBC000_NIDBR_NA
1566,D_CMBIE_CBC000
1567,C_BRR023
1568,C_CMBIE
1569,S_CMBIE
1570,C_BRR049
1571,C_BRR031
1572,C_BRR028
1573,C_BRR050
1574,C_BRR060
1575,C_BRR066
1576,C_BRR073
1577,C_BRR074
1578,D_SYC002_BRR074
1579,C_DRM011
1580,C_DRM009
1581,C_DRM003
1582,C_DRM002
1583,D_SPLDG_DRM000
1584,C_DRM001
1585,D_DRM003_BRR074
1586,C_DRM008
1587,D_DRM009_CYN010
1588,C_LBR002
1589,C_TWL005
1590,C_BRR067
1591,C_BRR061
1592,SG360_BRR004_62
1593,I_WLF013
1594,C_WLF021
1595,I_CMPFW
1596,SR_24_BRR004
1597,I_CMBIE
1598,I_RLLNS
1599,SR_23_BRR004
1600,SR_24_BRR011
1601,SR_23_BRR011
1602,C_CCH030
1603,C_SAC074
1604,C_PTH021
1605,C_PTH020
1606,C_PTH015
1607,C_PTH011
1608,C_PTH007
1609,C_CCH023
1610,C_CCH017
1611,C_CCH012
1612,SP_SAC066_YBP020
1613,D_CCH030_20_NA1
1614,D_PSC003_25_PA1
1615,D_SAC065_WTPBTB
1616,D_SAC074_21_SA
1617,D_YBP023_21_SA
1618,R_20_NA2_WLW000
1619,R_21_SA_YBP020
1620,R_25_PA2_CSL005
1621,R_21_PU_SRWWTP
1622,C_YBP032
1623,C_YBP026
1624,C_YBP023
1625,C_YBP020
1626,C_YBP016
1627,C_YBP014
1628,C_YBP011
1629,C_YBP002
1630,C_CCH075
1631,R_20_NA1_WLW000
1632,C_BRYSA
1633,C_SAC077
1634,R_25_PA1_RFS25
1635,D_RFS25_25_PA2
1636,C_SAC078
1637,D_CSL005_25_NA
1638,SR_21_YBP023
1639,SR_20_YBP023
1640,SR_25_CSL005
1641,C_CCH006
1642,C_CCH003
1643,C_YBP007
1644,D_PSC006_25_PA2
1645,D166A
1646,C157
1647,C_SAC075
1648,D_WTPBTB_21_PU
1649,C_PSC024
1650,C_PSC006
1651,D_PSC033_VJB000
1652,D_PSC020_WTPCMT
1653,D_WTPCMT_SUISN
1654,C_SAC066
1655,C_SAC063
1656,C_SAC062
1657,C_SAC057
1658,C_SAC048
1659,C_SAC050
1660,R_SRWWTP_SAC048
1661,C_AMR004
1662,D_SAC050_FPT013
1663,D_SAC062_WTPSAC
1664,C303
1665,D167
1666,D168
1667,R169
1668,C_SAC049
1669,C_SAC053
1670,CT_FREEPORT
1671,I_PTH070
1672,C_PTH030
1673,D_PTH024_PSC003
1674,C_PTH024
1675,D_WTPNBR_25_PU
1676,D_PSC013_WTPDEF
1677,D_WTPNBR_FRFLD
1678,D_PSC024_SIDSH
1679,D_PSC024_WTPWMN
1680,D_WTPWMN_FRFLD
1681,C_PSC013
1682,C_CSL004A
1683,C_PSC015
1684,D_PSC015_CSPSO
1685,C_PSC003
1686,I_CLRLK
1687,I_INDVL
1688,C_CLRLK
1689,C_INDVL
1690,C_NFC013
1691,C_NFC005
1692,C_BRC003
1693,C_BRC002
1694,I_BRC003
1695,C_CCH032
1696,C_CCH053
1697,C_CCH058
1698,C_CCH083
1699,C400
1700,S_BRYSA
1701,C_CSL004B
1702,R_RFS25_CSL005
1703,R_25_NA_CSL005
1704,R_21_NA_YBP032
1705,R_WLWWTP_YBP032
1706,SG371_SAC075_65
1707,SG373_SAC063_65
1708,SG382_SAC057_67
1709,SG383_SAC053_67
1710,SG384_SAC048_67
1711,SG400_PTH024_69
1712,SG401_PTH020_69
1713,SG402_PTH015_69
1714,SG403_PTH011_69
1715,SG404_PTH007_69
1716,SG390_CCH030_68
1717,SG391_CCH023_68
1718,SG392_CCH017_68
1719,SG393_CCH012_68
1720,SG394_CCH006_68
1721,SG395_CCH003_68
1722,SG396_YBP032_68
1723,SG398_YBP023_68
1724,SG399_YBP020_68
1725,SG407_YBP016_70
1726,SG408_YBP014_70
1727,SG409_YBP011_70
1728,SG410_YBP007_70
1729,SG411_YBP002_70
1730,SG397_YBP026_68
1731,D165
1732,D163
1733,D_PSC003_20_PA
1734,D_NBA011_WTPNBR
1735,R_21_PA_YBP032
1736,C_WLW005
1737,R_DVWWTP_WLW005
1738,D_CCH052_20_NA1
1739,C_CCH052
1740,C_YBP034
1741,R_20_PA_PTH011
1742,S_CLRLK
1743,C_PSC020
1744,C_SAC065
1745,C_SAC064
1746,S_INDVL
1747,SR_25_PTH024
1748,SR_20_PTH024
1749,SR_25_PTH021
1750,SR_20_PTH021
1751,SR_20_CCH032
1752,SR_20_CCH017
1753,SR_07S_YBP034
1754,C_SAC017
1755,C_SAC022
1756,C_SAC029A
1757,C_SAC036
1758,C_SAC007
1759,C_CHIPPS
1760,D403A
1761,C407
1762,C_SJR022
1763,DD_SAC017_SACS
1764,C_MOK014
1765,D_SAC030_MOK014
1766,C_SAC029B
1767,DD_MOK004_MOK
1768,C_SJR013
1769,C_SJR009
1770,C_SAC041
1771,C_SJR026
1772,C_SJR028
1773,C_SJR023
1774,C_SAC011
1775,C_MOK004
1776,DD_SJR026_SJRE
1777,R_60N_NA4_SJR022
1805,C_OMR002
1781,C_SAC003
1779,I_MSH015
1783,C_MSH015
1784,I406
1802,DD_SJR013_SJRW
1804,I404
1787,D404
1803,I412
1786,D412
1780,I410
1788,D410
1791,I413
1782,D413
1799,SG385_SAC041_67
1793,SG386_SAC036_67
1806,SG387_SAC030_67
1794,SG388_SAC022_67
1795,SG389_SAC017_67
1790,SG414_SAC011_71
1792,SG417_SAC000_71
1807,SG416_SAC003_71
1798,C_NBA011
1796,D_NBA027_WTPAMC
1789,D_NBA021_VJB000
1785,C_NBA021
1801,D_NBA027_WTPJAC
1808,D_NBA009_WTPTAB
1812,C_NBA009
1797,D_WTPJAC_NAPA
1817,D_WTPAMC_AMCYN
1815,D_WTPFMH_VLLJO
1814,D_WTPBNC_BNCIA
1800,D_VJB000_WTPBNC
1819,D_VJB000_WTPFMH
1818,D_BKR004_NBA009
1811,D_WTPTAB_TVAFB
1809,SG415_SAC007_71
1825,C_SJR006
1813,SG203_SJR006_31
1821,SG202_SJR009_31
1810,SG201_SJR013_31
1816,SG171_SJR023_26
1820,C_SAC030
1822,SG197_MOK014_30
1823,D_MOK035_60N_NA4
1824,D_MOK050_60N_NA3
1829,D_FSC027_MAQ012
1826,D_FSC025_60N_PU
1827,D_FSC015_60N_NA2
1828,C_FSC025
1831,C_FSC015
1832,D502
1834,D_SAC078_22_SA1
1833,R_22_SA1_RFS22
1841,R_RFS22_EMD001
1830,R_RFS22_SAC066
1845,D_CRC002_22_SA1
1837,SR_24_CRC002
1840,SR_22_SAC066
1835,SR_26N_AMR004
1844,C_ABN000
1836,R_22_NA_RFS22
1838,SG372_SAC066_65
1843,SG379_AMR004_66
1853,I302
1842,D_WTPSAC_26S_PU4
1846,R_26S_PU4_SRWWTP
1847,C_EMD001
1848,SR_26N_EMD001
1839,SR_22_CRC002
1849,SR_26N_CRC002
1852,SR_23_CRC002
1850,C_FSC013
1854,R_26S_NU1_SRWWTP
1855,R_26S_PU5_SRWWTP
1851,R_26S_NU3_SRWWTP
1857,R_26S_NU2_SRWWTP
1860,R_26S_PU6_SRWWTP
1859,D_FPT013_WTPVNY
1858,D_WTPVNY_26S_PU5
1856,D_WTPSAC_26S_NU1
1862,D_WTPVNY_26S_PU4
1863,D_WTPFBN_26S_NU1
1861,D_WTPFBN_26S_NU2
1865,C_AMR007
1868,SR_26S_AMR007
1867,D_AMR007_WTPFBN
1864,D_WTPSAC_26N_NU3
1875,D_WTPFBN_26N_NU3
1876,C_EMD007
1866,SR_24_EMD007
1869,SR_26N_EMD007
1874,R_26N_NU3_SRWWTP
1870,C_DCK012
1873,R_DCWWTP_DCK012
1871,R_RFS26N_DCWWTP
1872,R_RFS26N_PGWWTP
1877,R_PGWWTP_CRC002
1878,R_24_NA2_ABN000
1879,SR_24_ABN000
1880,D_ABN010_24_NA2
1881,C_ABN010
1882,R_24_NA1_CCK022
1883,C_CCK007
1884,C_CCK036
1885,C_CCK022
1886,C_CCK038
1887,SR_23_ABN000
1891,SR_24_CCK022
1889,SR_24_CCK007
1888,SR_23_CCK007
1890,D_CBC001_24_NA1
1892,D_ABN024_24_NA1
1893,C_ABN024
1894,C_ABN026
1895,D_WSE004_24_NU3
1896,D_CBC001_CCK036
1897,D_WSE004_24_NA1
1898,C_ABN027
1899,SR_24_ABN010
1900,R_24_NU3_CCK038
1901,C_CBC000
1902,D_WTPFSS_24_NU2
1903,R_24_NU2_RFS26N
1904,R_26N_PU1_RFS26N
1905,R_24_NA3_SCR002
1906,C_STH004
1907,D_STH003_24_NA3
1908,D_STH003_WTPFSS
1909,D_NFA016_ABT002
1910,D300
1911,C_ABT002
1912,C_STH000
1913,D_ABT002_STH001
1914,C_STH001
1915,D_LBC049_24_NA3
1916,C_LBC049
1917,C_SCR002
1918,C_LBC043
1919,SG378_AMR009_66
1920,C_FOLSM
1921,S_FOLSM
1922,S_NTOMA
1923,I_SFA040
1924,C_AMR009
1925,C_AMR015
1926,C_AMR017
1927,C_AMR020
1928,C_NTOMA
1929,R_26N_NU2_SRWWTP
1930,D_FSC003_WTPCOL
1931,C_FSC003
1932,D_FOLSM_WTPRSV
1933,D_FOLSM_WTPFOL
1934,D_WTPFOL_26S_PU1
1935,D_WTPCOL_26S_PU2
1936,D_FOLSM_WTPSJP
1937,D_AMR017_WTPBJM
1938,D_WTPSJP_26N_PU2
1939,D_WTPRSV_26N_PU1
1940,D_NTOMA_FSC003
1941,D_WTPBJM_26N_NU2
1942,S8
1943,I9
1944,S9
1945,D9
1946,D309B
1947,D_FOLSM_WTPEDH
1948,SG376_AMR020_66
1949,SG377_AMR015_66
1950,SG375_NTOMA_66
1951,SG374_FOLSM_66
1952,C8
1953,D309a
1954,D8
1955,D302
1956,R_EDWWTP_DEE020
1957,D_WTPEDH_ELDID_NU3
1958,R_ELDID_NU3_EDWWTP
1959,C9
1960,C_AMR022
1961,R_26S_PU2_SRWWTP
1962,R_26S_PU1_SRWWTP
1963,D_WTPSJP_26N_PU3
1964,R_26N_PU3_SRWWTP
1965,R_26N_PU2_SRWWTP
1966,C_STH007
1967,R_26N_NU5_SRWWTP
1968,D_WTPSJP_26N_NU1
1969,R_26N_NU1_SRWWTP
1970,D_WTPFBN_26N_NU1
1971,D_STH005_MRM001
1972,C_STH005
1973,SR_26N_NTOMA
1974,SR_26S_NTOMA
1975,D_WTPVNY_26S_PU1
1976,R_RFS26S_AMR020
1977,C_MRM001
1978,D_WTPVNY_26S_PU6
1979,R_26N_NU4_SRWWTP
1980,D_WTPFBN_26N_NU4
1981,D_FOLSM_26S_PU3
1982,D_FSC003_FSCLOS
1983,D_FOLSM_26S_NU4
1984,C_NFA011
1985,R_26S_NU4_RFS26S
1986,R_RFS26S_SRWWTP
1987,C_NFA016
1988,C_LBC040
1989,C300
1990,D_LBC038_WTPAUB
1991,D_WTPAUB_24_NU1
1992,I300
1993,C_LBC010
1994,C_LBC032
1995,D_LBC010_PCWA3
1996,C_LBC038
1997,C_NFA022
1998,C_NFA048
1999,C_NFA054
2000,C_NNA013
2001,C_LKVLY
2002,S_LKVLY
2003,I_NFA054
2004,D_NNA013_LVC001
2005,C_LVC001
2006,C_CYN009
2007,I_NFA022
2008,C_LBC001
2009,D_LBR002_LBC001
2010,R_24_NU1_ABN027
2011,D_STH000_ABN027
2012,C_WSE003
2013,C_BEC000
2014,C_BEC021
2015,D_BRR050_BEC000
2016,C_BEC024
2017,C_WSE008
2018,C_WSE004
2019,C_BEC022
2020,D_BEC021_LBC032
2021,D_BEC022_WTPBWM
2022,D_WTPBWM_24_NU1
2023,D_LBC030_BEC021
2024,D_WSE003_LBC040
2832,09_PR
Upper Butte Wildlife Area 
and Sacramento River 
NWR - Llano Seco Units

3137,11_SA1
Western Canal WD
3014,14_NA 
Browns Valley ID
2738,D_GCC056_08S_PR
3421,08S_SA3 
RD 108, River Garden Farms,
Misc. Settlement Contractors
3177,C184A
3202,21_SA 
Conaway Conservancy Group (RD 2035), Sacramento 
River Ranch LLC, Misc.
Settlement Contractors
3273,SG370_SAC078_65
3193,SR_08N_SAC185
2375,USGS 11525500
Trinity River at Lewiston
2657,USGS 11525430
Judge Francis Carr Powerhouse
near French Gulch
3076,USGS 11371600
Spring Creek Powerhouse at Keswick
2783,USGS 11370500 
Sacramento River at Keswick
3103,USGS 11372000
Clear Creek near Igo
3175,USGS 11374000
Cow Creek near Millville
3151,USGS 11374100
Bear Creek near Millville
Discontinued
3491,USGS 11376550
Battle Creek near Cottonwood
3054,USGS 11376000
Cottonwood Creek near Cottonwood
2442,USGS 11375870
South Fork  Cottonwood Creek near Olinda,
Discontinued
2306,USGS 11375810
Cottonwood Creek near Olinda,
Discontinued
2812,USGS 11377100
Sacramento River above Bend Bridge
3483,USGS 11377500 Paynes
 Creek near Red Bluff
Discontinued
3031,USGS 11378000 Sacramento
River near Red Bluff,
Discontinued
3237,USGS 11379000
Antelope  Creek near Red Bluff
Discontinued
2486,USGS 11381500
Mill Creek near Los Molinos
3322,USGS 11379500
Elder  Creek near Pakenta
3490,USGS 11382000
Thomes Creek at Pakenta
Discontinued
3252,USGS 11384000
Big Chico Creek near Chico Discontinued
DWR A04250 (CDEC BIC)
Big Chico Creek at Chico
3291,DWR A02630 (HMC)
Sacramento  River at Hamilton City
3434,DWR A02700 (VIN)
Sacramento  River at Vina-Woodson Bridge
2873,USGS 11388000
Stony Creek at Black Butte Dam
near Orlando
Discontinued
3088,DWR A02570 (ORD) 
Sacramento River at Ord Ferry
3292,DWR AO2976 (CDR)
Colusa  Drain near Highway 20
2722,USGS 11389500,
DWR A0242000 (Col),
Sacramento River at Colusa
3326,USGS 11390500
Sacramento River below Wilkins Slough,
DWR A02280 (WLK)
3136,DWR A02945
Colusa Basin Drain at Knights Landing
2912,USGS 11391000 
Discontinued, DWR A02200 (KNL)
Sacramento River at Knights Landing
3388,USGS 11425500,
DWR A0215000 
Sacramento River at Verona
3037,USGS 11390000
Butte Creek near Chico
3302,USGS 11390010, DWR A04265
Butte Creek near Durham
2941,DWR A04158
Butte Creek below
Western Canal near Nelson
3196,DWR A04150
Butte Creek near Gridley
3486,DWR A02967
Butte Slough at Outfall Gates near Colusa
2753,DWR A02972
Butte Slough near Meridian
3215,DWR A02925 (CDEC SSK)
Sacramento Slough near Karnak
3484,DWR A02926 (CDEC SBP)
RD 1500 Karnak PP
2936,DWR A02981 Colusa Weir Spill to
Butte Basin near Colusa
3412,USGS 11389350, DWR A02986,
 Moulton Weir Spill to Butte Basin 
near Colusa
3387,DWR A02960
Tisdale Weir Spill to Sutter Bypass
3477,USGS 11389800
Toadtown Canal above Butte Canal near Sterling
3068,USGS 11396000
Lost Creek near Clipper Mills
2798,USGS 11407000
Feather River at Oroville
2581,USGS 11406920
Thermalito Afterbay
Release to Feather River
2821,USGS 11406910
Sutter-Butte Canal at Intake
2939,DWR A05165 (GrL)
Feather River near Gridley
2590,USGS 11406880 + 11406900
Western Canal at Intake + 
PG&E Co Lateral at Intake
3245,DWR A05135 (YUB) 
Feather River at Yuba City
3424,USGS 11421500,
Yuba River at Marysville,
Discontinued
2951,USGS 11421500 Yuba 
River near Marysville
3098,USGS 11420700
Dry Creek near Browns Valley
Discontinued
2859,USGS 11413250
Slate Creek Tunnel, near Strawberry Valley
3380,USGS 11413300
Slate Creek below Diversion Dam,
near Strawberry Valley
3402,USGS 11419000
Yuba River at Smartville
Discontinued
3155,USGS 11418500
Deer Creek near Smartville
3160,USGS 11409350 Camptonville
 Tunnel at Intake, near Camptonville
3094,USGS 11422500
Bear River below Rollins Dam near Colfax
3327,USGS 11421725
Alta PH near Dutch Flat
3223,USGS 11421710
Bear River near Emigrant Gap
2724,USGS 11414190
Drum Canal above Drum Forebay,
near Blue Canyon
Discontinued
3073,USGS 11414170
Drum  Canal at Tunnel Outlet
near Emigrant Gap
2920,USGS 11424000,
DWR A06650 (BRW)
Bear River near Wheatland 
2468,USGS 11451300
North Fork Cache 
Creek near Clear Lake Oaks
3060,USGS 11451500
North Fork Cache Creek near Lower Lake
Discontinued
3156,USGS 11451715
Bear Creek above Holsten 
Chimney Canyon near Rumsey
3004,USGS 11451720
Bear Creek near Rumsey
Discontinued
3005,USGS 11451000
Cache Creek near Lower Lake
3182,USGS 11451760
Cache Creek above Rumsey
Discontinued
DWR (CDEC RUM)
Cache Creek at Rumsey
2934,USGS 11452000
Cache Creek near Capay
Discontinued
3042,USGS 11452500
Cache Creek at Yolo
3024,USGS 11453000
Yolo Bypass near Woodland
3139,USGS 11454000
Putah Creek near Winters
2993,USGS 11454500
Putah Creek at Winters
Discontinued
3330,USGS 11447500 Sacramento
River at Sacramento, Discontinued, DWR
IST, Sacramento at I_Street Bridge
3238,USGS 11447650
Sacramento River near Freeport
3195,USGS 11425415
Wise Powerhouse near Auburn  
3418,USGS 11425310 (YB-250)
Halsey Powerhouse near Auburn 
3211,USGS 11422000 (YB-50)
Bear River Canal Intake near ColFax
3108,USGS 11427000
North Fork American River
at North Fork Dam
3275,USGS 111425416 
Newcastle PP near Newcastle
2613,USGS 11433930
Mormon Ravine near Newcastle
(low flow only)
2522,USGS 11446500
American River at Fair Oaks
3287,USGS 11337500
Marsh Creek near Byron
Discontinued
3114,USGS 11447810
Sacramento River at Hood /
Greene's Landing
2676,Local Inflow
3284,I_OROVL
2894,C_SFF008
2881,SFF008
2921,I_SFF008
2440,Local Inflow
2966,C_SFF018
3411,SFF018
2710,C_SFF028
3173,SFF028
3394,SFF039
2917,C_SFF039
2814,C_LST003
3221,LST003
3476,C_MFF019
2178,C_NFF020
3247,WBF006
3170,C_WBF006
3299,I_WBF006
3409,Local Inflow
2679,C_SFA030
3147,SFA030
3122,Lake Folsom Local Inflow
3467,I_FOLSM
2938,I8
2803,I_MFA023
2984,C_MFA001
3163,MFA001
3276,MFA023
3201,C_MFA023
2509, Local Inflow to Middle Fork
 American River
3343,I_MFA001
3161,I_LKVLY
2824,CYN009
3319,C_CYN010
3050,D_CYN010_TWL005
3179,C_YUB030
3317,YUB030
3181,C_SFY007
2998,SFY007
3218,Local Inflow to
South Fork Yuba River
3329,I_SFY007
2369,C_YUB039
3015,YUB039
2964,C_NFY029
